"environment"	"difficulty"	"option.order"	"trial"	"a"	"b"	"c"
"4144"	"stable"	"hard"	"gbm"	173	5	-77	11
"4168"	"stable"	"hard"	"gbm"	174	-23	-7	21
"4192"	"stable"	"hard"	"gbm"	175	53	-10	-25
"4216"	"stable"	"hard"	"gbm"	176	-10	-23	-6
"4240"	"stable"	"hard"	"gbm"	177	-84	29	16
"4264"	"stable"	"hard"	"gbm"	178	45	33	11
"4288"	"stable"	"hard"	"gbm"	179	31	-12	-19
"4312"	"stable"	"hard"	"gbm"	180	16	10	-27
"4336"	"stable"	"hard"	"gbm"	181	36	-12	25
"4360"	"stable"	"hard"	"gbm"	182	34	59	-8
"4384"	"stable"	"hard"	"gbm"	183	17	-25	-12
"4408"	"stable"	"hard"	"gbm"	184	27	-56	99
"4432"	"stable"	"hard"	"gbm"	185	-6	3	-11
"4456"	"stable"	"hard"	"gbm"	186	-7	-23	2
"4480"	"stable"	"hard"	"gbm"	187	-10	-17	-16
"4504"	"stable"	"hard"	"gbm"	188	-52	35	4
"4528"	"stable"	"hard"	"gbm"	189	40	4	30
"4552"	"stable"	"hard"	"gbm"	190	-7	-22	-35
"4576"	"stable"	"hard"	"gbm"	191	19	37	-3
"4600"	"stable"	"hard"	"gbm"	192	32	-33	-10
"4624"	"stable"	"hard"	"gbm"	193	-5	29	-8
"4648"	"stable"	"hard"	"gbm"	194	38	-11	-25
"4672"	"stable"	"hard"	"gbm"	195	-29	-75	-8
"4696"	"stable"	"hard"	"gbm"	196	-12	30	3
"4720"	"stable"	"hard"	"gbm"	197	9	-4	1
"4744"	"stable"	"hard"	"gbm"	198	59	-22	-7
"4768"	"stable"	"hard"	"gbm"	199	17	-61	25
"4792"	"stable"	"hard"	"gbm"	200	-17	7	5
"12"	"stable"	"hard"	"gmb"	1	-20	-11	-28
"36"	"stable"	"hard"	"gmb"	2	13	-29	-20
"60"	"stable"	"hard"	"gmb"	3	-25	-22	-33
"84"	"stable"	"hard"	"gmb"	4	-10	-20	34
"108"	"stable"	"hard"	"gmb"	5	2	-20	-14
"132"	"stable"	"hard"	"gmb"	6	0	-2	6
"156"	"stable"	"hard"	"gmb"	7	44	-35	-66
"180"	"stable"	"hard"	"gmb"	8	12	-8	-31
"204"	"stable"	"hard"	"gmb"	9	27	23	14
"228"	"stable"	"hard"	"gmb"	10	7	-43	-32
"252"	"stable"	"hard"	"gmb"	11	18	-24	-8
"276"	"stable"	"hard"	"gmb"	12	23	27	-49
"300"	"stable"	"hard"	"gmb"	13	31	24	-3
"324"	"stable"	"hard"	"gmb"	14	-24	0	2
"348"	"stable"	"hard"	"gmb"	15	11	-52	-39
"372"	"stable"	"hard"	"gmb"	16	-32	-10	-1
"396"	"stable"	"hard"	"gmb"	17	-38	-94	21
"420"	"stable"	"hard"	"gmb"	18	12	14	-4
"444"	"stable"	"hard"	"gmb"	19	-14	49	-4
"468"	"stable"	"hard"	"gmb"	20	24	28	-9
"492"	"stable"	"hard"	"gmb"	21	-19	16	26
"516"	"stable"	"hard"	"gmb"	22	8	13	16
"540"	"stable"	"hard"	"gmb"	23	-25	63	-26
"564"	"stable"	"hard"	"gmb"	24	16	37	28
"588"	"stable"	"hard"	"gmb"	25	18	-18	-22
"612"	"stable"	"hard"	"gmb"	26	25	3	-46
"636"	"stable"	"hard"	"gmb"	27	44	7	71
"660"	"stable"	"hard"	"gmb"	28	-45	-19	21
"684"	"stable"	"hard"	"gmb"	29	2	-30	-10
"708"	"stable"	"hard"	"gmb"	30	-9	24	21
"732"	"stable"	"hard"	"gmb"	31	-13	31	-27
"756"	"stable"	"hard"	"gmb"	32	18	22	3
"780"	"stable"	"hard"	"gmb"	33	-28	5	43
"804"	"stable"	"hard"	"gmb"	34	46	47	-23
"828"	"stable"	"hard"	"gmb"	35	-6	-6	-5
"852"	"stable"	"hard"	"gmb"	36	-3	-33	-8
"876"	"stable"	"hard"	"gmb"	37	-16	-9	-22
"900"	"stable"	"hard"	"gmb"	38	29	-37	-8
"924"	"stable"	"hard"	"gmb"	39	16	-10	-5
"948"	"stable"	"hard"	"gmb"	40	-40	-6	-20
"972"	"stable"	"hard"	"gmb"	41	6	-15	-25
"996"	"stable"	"hard"	"gmb"	42	-14	23	21
"1020"	"stable"	"hard"	"gmb"	43	18	31	-31
"1044"	"stable"	"hard"	"gmb"	44	15	7	15
"1068"	"stable"	"hard"	"gmb"	45	-38	-23	-7
"1092"	"stable"	"hard"	"gmb"	46	19	-7	-52
"1116"	"stable"	"hard"	"gmb"	47	-6	30	-21
"1140"	"stable"	"hard"	"gmb"	48	3	6	-39
"1164"	"stable"	"hard"	"gmb"	49	-62	-35	-14
"1188"	"stable"	"hard"	"gmb"	50	58	27	0
"1212"	"stable"	"hard"	"gmb"	51	35	-15	-48
"1236"	"stable"	"hard"	"gmb"	52	6	43	15
"1260"	"stable"	"hard"	"gmb"	53	-26	21	-11
"1284"	"stable"	"hard"	"gmb"	54	-6	13	-4
"1308"	"stable"	"hard"	"gmb"	55	55	-57	-2
"1332"	"stable"	"hard"	"gmb"	56	-25	35	-3
"1356"	"stable"	"hard"	"gmb"	57	31	-18	52
"1380"	"stable"	"hard"	"gmb"	58	17	21	-8
"1404"	"stable"	"hard"	"gmb"	59	0	38	-29
"1428"	"stable"	"hard"	"gmb"	60	1	-14	24
"1452"	"stable"	"hard"	"gmb"	61	12	-51	20
"1476"	"stable"	"hard"	"gmb"	62	24	-43	-32
"1500"	"stable"	"hard"	"gmb"	63	64	-4	-1
"1524"	"stable"	"hard"	"gmb"	64	8	-18	35
"1548"	"stable"	"hard"	"gmb"	65	12	25	-6
"1572"	"stable"	"hard"	"gmb"	66	-50	-48	17
"1596"	"stable"	"hard"	"gmb"	67	61	1	16
"1620"	"stable"	"hard"	"gmb"	68	-2	-24	4
"1644"	"stable"	"hard"	"gmb"	69	14	-17	-37
"1668"	"stable"	"hard"	"gmb"	70	-15	-1	14
"1692"	"stable"	"hard"	"gmb"	71	55	-24	46
"1716"	"stable"	"hard"	"gmb"	72	-8	-6	41
"1740"	"stable"	"hard"	"gmb"	73	0	-48	-29
"1764"	"stable"	"hard"	"gmb"	74	40	-41	9
"1788"	"stable"	"hard"	"gmb"	75	-1	11	22
"1812"	"stable"	"hard"	"gmb"	76	-1	44	6
"1836"	"stable"	"hard"	"gmb"	77	35	30	15
"1860"	"stable"	"hard"	"gmb"	78	65	16	27
"1884"	"stable"	"hard"	"gmb"	79	-12	49	20
"1908"	"stable"	"hard"	"gmb"	80	15	0	-80
"1932"	"stable"	"hard"	"gmb"	81	-9	10	0
"1956"	"stable"	"hard"	"gmb"	82	10	-4	-6
"1980"	"stable"	"hard"	"gmb"	83	17	8	33
"2004"	"stable"	"hard"	"gmb"	84	4	17	-17
"2028"	"stable"	"hard"	"gmb"	85	-14	-19	0
"2052"	"stable"	"hard"	"gmb"	86	32	-13	13
"2076"	"stable"	"hard"	"gmb"	87	-7	57	55
"2100"	"stable"	"hard"	"gmb"	88	-34	-11	-5
"2124"	"stable"	"hard"	"gmb"	89	0	21	-38
"2148"	"stable"	"hard"	"gmb"	90	20	44	-23
"2172"	"stable"	"hard"	"gmb"	91	34	-69	10
"2196"	"stable"	"hard"	"gmb"	92	-31	11	-17
"2220"	"stable"	"hard"	"gmb"	93	14	-41	-63
"2244"	"stable"	"hard"	"gmb"	94	-5	12	-19
"2268"	"stable"	"hard"	"gmb"	95	42	-5	-17
"2292"	"stable"	"hard"	"gmb"	96	1	45	-17
"2316"	"stable"	"hard"	"gmb"	97	-16	10	-27
"2340"	"stable"	"hard"	"gmb"	98	-44	33	9
"2364"	"stable"	"hard"	"gmb"	99	-17	8	-44
"2388"	"stable"	"hard"	"gmb"	100	17	25	-9
"2412"	"stable"	"hard"	"gmb"	101	14	12	-36
"2436"	"stable"	"hard"	"gmb"	102	-18	5	6
"2460"	"stable"	"hard"	"gmb"	103	-17	0	28
"2484"	"stable"	"hard"	"gmb"	104	3	53	11
"2508"	"stable"	"hard"	"gmb"	105	27	55	7
"2532"	"stable"	"hard"	"gmb"	106	3	-32	49
"2556"	"stable"	"hard"	"gmb"	107	6	-8	23
"2580"	"stable"	"hard"	"gmb"	108	-5	-25	46
"2604"	"stable"	"hard"	"gmb"	109	-86	2	-31
"2628"	"stable"	"hard"	"gmb"	110	13	1	-28
"2652"	"stable"	"hard"	"gmb"	111	29	-53	4
"2676"	"stable"	"hard"	"gmb"	112	30	-30	-11
"2700"	"stable"	"hard"	"gmb"	113	4	-25	-43
"2724"	"stable"	"hard"	"gmb"	114	4	-81	65
"2748"	"stable"	"hard"	"gmb"	115	1	10	-19
"2772"	"stable"	"hard"	"gmb"	116	2	20	7
"2796"	"stable"	"hard"	"gmb"	117	22	-1	-19
"2820"	"stable"	"hard"	"gmb"	118	51	-29	-9
"2844"	"stable"	"hard"	"gmb"	119	-4	-30	-38
"2868"	"stable"	"hard"	"gmb"	120	-10	33	31
"2892"	"stable"	"hard"	"gmb"	121	-15	-15	38
"2916"	"stable"	"hard"	"gmb"	122	18	44	-48
"2940"	"stable"	"hard"	"gmb"	123	12	-11	32
"2964"	"stable"	"hard"	"gmb"	124	-35	34	6
"2988"	"stable"	"hard"	"gmb"	125	75	-72	8
"3012"	"stable"	"hard"	"gmb"	126	9	-36	-37
"3036"	"stable"	"hard"	"gmb"	127	32	20	0
"3060"	"stable"	"hard"	"gmb"	128	17	56	-5
"3084"	"stable"	"hard"	"gmb"	129	38	-37	-19
"3108"	"stable"	"hard"	"gmb"	130	5	37	23
"3132"	"stable"	"hard"	"gmb"	131	28	-46	-63
"3156"	"stable"	"hard"	"gmb"	132	-3	-43	-25
"3180"	"stable"	"hard"	"gmb"	133	21	59	11
"3204"	"stable"	"hard"	"gmb"	134	-41	-7	-68
"3228"	"stable"	"hard"	"gmb"	135	-70	22	-58
"3252"	"stable"	"hard"	"gmb"	136	18	-10	-49
"3276"	"stable"	"hard"	"gmb"	137	22	41	20
"3300"	"stable"	"hard"	"gmb"	138	36	27	28
"3324"	"stable"	"hard"	"gmb"	139	-25	49	-23
"3348"	"stable"	"hard"	"gmb"	140	-16	-16	-27
"3372"	"stable"	"hard"	"gmb"	141	19	18	16
"3396"	"stable"	"hard"	"gmb"	142	43	48	32
"3420"	"stable"	"hard"	"gmb"	143	-41	-38	2
"3444"	"stable"	"hard"	"gmb"	144	-52	-10	-1
"3468"	"stable"	"hard"	"gmb"	145	15	0	10
"3492"	"stable"	"hard"	"gmb"	146	-56	-28	-6
"3516"	"stable"	"hard"	"gmb"	147	31	1	-30
"3540"	"stable"	"hard"	"gmb"	148	4	-4	6
"3564"	"stable"	"hard"	"gmb"	149	0	-22	-32
"3588"	"stable"	"hard"	"gmb"	150	5	13	-7
"3612"	"stable"	"hard"	"gmb"	151	-19	3	30
"3636"	"stable"	"hard"	"gmb"	152	16	32	22
"3660"	"stable"	"hard"	"gmb"	153	15	-11	-43
"3684"	"stable"	"hard"	"gmb"	154	40	1	11
"3708"	"stable"	"hard"	"gmb"	155	-16	25	47
"3732"	"stable"	"hard"	"gmb"	156	4	4	-8
"3756"	"stable"	"hard"	"gmb"	157	-58	-5	12
"3780"	"stable"	"hard"	"gmb"	158	32	-25	-40
"3804"	"stable"	"hard"	"gmb"	159	59	0	-52
"3828"	"stable"	"hard"	"gmb"	160	43	-19	-46
"3852"	"stable"	"hard"	"gmb"	161	5	-63	-9
"3876"	"stable"	"hard"	"gmb"	162	15	29	-25
"3900"	"stable"	"hard"	"gmb"	163	-46	-51	-5
"3924"	"stable"	"hard"	"gmb"	164	30	-27	29
"3948"	"stable"	"hard"	"gmb"	165	-6	30	-20
"3972"	"stable"	"hard"	"gmb"	166	-3	6	8
"3996"	"stable"	"hard"	"gmb"	167	-1	-19	31
"4020"	"stable"	"hard"	"gmb"	168	3	26	13
"4044"	"stable"	"hard"	"gmb"	169	-24	53	-4
"4068"	"stable"	"hard"	"gmb"	170	15	1	-34
"4092"	"stable"	"hard"	"gmb"	171	39	-21	-7
"4116"	"stable"	"hard"	"gmb"	172	-24	42	24
"4140"	"stable"	"hard"	"gmb"	173	5	11	-77
"4164"	"stable"	"hard"	"gmb"	174	-23	21	-7
"4188"	"stable"	"hard"	"gmb"	175	53	-25	-10
"4212"	"stable"	"hard"	"gmb"	176	-10	-6	-23
"4236"	"stable"	"hard"	"gmb"	177	-84	16	29
"4260"	"stable"	"hard"	"gmb"	178	45	11	33
"4284"	"stable"	"hard"	"gmb"	179	31	-19	-12
"4308"	"stable"	"hard"	"gmb"	180	16	-27	10
"4332"	"stable"	"hard"	"gmb"	181	36	25	-12
"4356"	"stable"	"hard"	"gmb"	182	34	-8	59
"4380"	"stable"	"hard"	"gmb"	183	17	-12	-25
"4404"	"stable"	"hard"	"gmb"	184	27	99	-56
"4428"	"stable"	"hard"	"gmb"	185	-6	-11	3
"4452"	"stable"	"hard"	"gmb"	186	-7	2	-23
"4476"	"stable"	"hard"	"gmb"	187	-10	-16	-17
"4500"	"stable"	"hard"	"gmb"	188	-52	4	35
"4524"	"stable"	"hard"	"gmb"	189	40	30	4
"4548"	"stable"	"hard"	"gmb"	190	-7	-35	-22
"4572"	"stable"	"hard"	"gmb"	191	19	-3	37
"4596"	"stable"	"hard"	"gmb"	192	32	-10	-33
"4620"	"stable"	"hard"	"gmb"	193	-5	-8	29
"4644"	"stable"	"hard"	"gmb"	194	38	-25	-11
"4668"	"stable"	"hard"	"gmb"	195	-29	-8	-75
"4692"	"stable"	"hard"	"gmb"	196	-12	3	30
"4716"	"stable"	"hard"	"gmb"	197	9	1	-4
"4740"	"stable"	"hard"	"gmb"	198	59	-7	-22
"4764"	"stable"	"hard"	"gmb"	199	17	25	-61
"4788"	"stable"	"hard"	"gmb"	200	-17	5	7
"24"	"stable"	"hard"	"mbg"	1	-11	-28	-20
"48"	"stable"	"hard"	"mbg"	2	-29	-20	13
"72"	"stable"	"hard"	"mbg"	3	-22	-33	-25
"96"	"stable"	"hard"	"mbg"	4	-20	34	-10
"120"	"stable"	"hard"	"mbg"	5	-20	-14	2
"144"	"stable"	"hard"	"mbg"	6	-2	6	0
"168"	"stable"	"hard"	"mbg"	7	-35	-66	44
"192"	"stable"	"hard"	"mbg"	8	-8	-31	12
"216"	"stable"	"hard"	"mbg"	9	23	14	27
"240"	"stable"	"hard"	"mbg"	10	-43	-32	7
"264"	"stable"	"hard"	"mbg"	11	-24	-8	18
"288"	"stable"	"hard"	"mbg"	12	27	-49	23
"312"	"stable"	"hard"	"mbg"	13	24	-3	31
"336"	"stable"	"hard"	"mbg"	14	0	2	-24
"360"	"stable"	"hard"	"mbg"	15	-52	-39	11
"384"	"stable"	"hard"	"mbg"	16	-10	-1	-32
"408"	"stable"	"hard"	"mbg"	17	-94	21	-38
"432"	"stable"	"hard"	"mbg"	18	14	-4	12
"456"	"stable"	"hard"	"mbg"	19	49	-4	-14
"480"	"stable"	"hard"	"mbg"	20	28	-9	24
"504"	"stable"	"hard"	"mbg"	21	16	26	-19
"528"	"stable"	"hard"	"mbg"	22	13	16	8
"552"	"stable"	"hard"	"mbg"	23	63	-26	-25
"576"	"stable"	"hard"	"mbg"	24	37	28	16
"600"	"stable"	"hard"	"mbg"	25	-18	-22	18
"624"	"stable"	"hard"	"mbg"	26	3	-46	25
"648"	"stable"	"hard"	"mbg"	27	7	71	44
"672"	"stable"	"hard"	"mbg"	28	-19	21	-45
"696"	"stable"	"hard"	"mbg"	29	-30	-10	2
"720"	"stable"	"hard"	"mbg"	30	24	21	-9
"744"	"stable"	"hard"	"mbg"	31	31	-27	-13
"768"	"stable"	"hard"	"mbg"	32	22	3	18
"792"	"stable"	"hard"	"mbg"	33	5	43	-28
"816"	"stable"	"hard"	"mbg"	34	47	-23	46
"840"	"stable"	"hard"	"mbg"	35	-6	-5	-6
"864"	"stable"	"hard"	"mbg"	36	-33	-8	-3
"888"	"stable"	"hard"	"mbg"	37	-9	-22	-16
"912"	"stable"	"hard"	"mbg"	38	-37	-8	29
"936"	"stable"	"hard"	"mbg"	39	-10	-5	16
"960"	"stable"	"hard"	"mbg"	40	-6	-20	-40
"984"	"stable"	"hard"	"mbg"	41	-15	-25	6
"1008"	"stable"	"hard"	"mbg"	42	23	21	-14
"1032"	"stable"	"hard"	"mbg"	43	31	-31	18
"1056"	"stable"	"hard"	"mbg"	44	7	15	15
"1080"	"stable"	"hard"	"mbg"	45	-23	-7	-38
"1104"	"stable"	"hard"	"mbg"	46	-7	-52	19
"1128"	"stable"	"hard"	"mbg"	47	30	-21	-6
"1152"	"stable"	"hard"	"mbg"	48	6	-39	3
"1176"	"stable"	"hard"	"mbg"	49	-35	-14	-62
"1200"	"stable"	"hard"	"mbg"	50	27	0	58
"1224"	"stable"	"hard"	"mbg"	51	-15	-48	35
"1248"	"stable"	"hard"	"mbg"	52	43	15	6
"1272"	"stable"	"hard"	"mbg"	53	21	-11	-26
"1296"	"stable"	"hard"	"mbg"	54	13	-4	-6
"1320"	"stable"	"hard"	"mbg"	55	-57	-2	55
"1344"	"stable"	"hard"	"mbg"	56	35	-3	-25
"1368"	"stable"	"hard"	"mbg"	57	-18	52	31
"1392"	"stable"	"hard"	"mbg"	58	21	-8	17
"1416"	"stable"	"hard"	"mbg"	59	38	-29	0
"1440"	"stable"	"hard"	"mbg"	60	-14	24	1
"1464"	"stable"	"hard"	"mbg"	61	-51	20	12
"1488"	"stable"	"hard"	"mbg"	62	-43	-32	24
"1512"	"stable"	"hard"	"mbg"	63	-4	-1	64
"1536"	"stable"	"hard"	"mbg"	64	-18	35	8
"1560"	"stable"	"hard"	"mbg"	65	25	-6	12
"1584"	"stable"	"hard"	"mbg"	66	-48	17	-50
"1608"	"stable"	"hard"	"mbg"	67	1	16	61
"1632"	"stable"	"hard"	"mbg"	68	-24	4	-2
"1656"	"stable"	"hard"	"mbg"	69	-17	-37	14
"1680"	"stable"	"hard"	"mbg"	70	-1	14	-15
"1704"	"stable"	"hard"	"mbg"	71	-24	46	55
"1728"	"stable"	"hard"	"mbg"	72	-6	41	-8
"1752"	"stable"	"hard"	"mbg"	73	-48	-29	0
"1776"	"stable"	"hard"	"mbg"	74	-41	9	40
"1800"	"stable"	"hard"	"mbg"	75	11	22	-1
"1824"	"stable"	"hard"	"mbg"	76	44	6	-1
"1848"	"stable"	"hard"	"mbg"	77	30	15	35
"1872"	"stable"	"hard"	"mbg"	78	16	27	65
"1896"	"stable"	"hard"	"mbg"	79	49	20	-12
"1920"	"stable"	"hard"	"mbg"	80	0	-80	15
"1944"	"stable"	"hard"	"mbg"	81	10	0	-9
"1968"	"stable"	"hard"	"mbg"	82	-4	-6	10
"1992"	"stable"	"hard"	"mbg"	83	8	33	17
"2016"	"stable"	"hard"	"mbg"	84	17	-17	4
"2040"	"stable"	"hard"	"mbg"	85	-19	0	-14
"2064"	"stable"	"hard"	"mbg"	86	-13	13	32
"2088"	"stable"	"hard"	"mbg"	87	57	55	-7
"2112"	"stable"	"hard"	"mbg"	88	-11	-5	-34
"2136"	"stable"	"hard"	"mbg"	89	21	-38	0
"2160"	"stable"	"hard"	"mbg"	90	44	-23	20
"2184"	"stable"	"hard"	"mbg"	91	-69	10	34
"2208"	"stable"	"hard"	"mbg"	92	11	-17	-31
"2232"	"stable"	"hard"	"mbg"	93	-41	-63	14
"2256"	"stable"	"hard"	"mbg"	94	12	-19	-5
"2280"	"stable"	"hard"	"mbg"	95	-5	-17	42
"2304"	"stable"	"hard"	"mbg"	96	45	-17	1
"2328"	"stable"	"hard"	"mbg"	97	10	-27	-16
"2352"	"stable"	"hard"	"mbg"	98	33	9	-44
"2376"	"stable"	"hard"	"mbg"	99	8	-44	-17
"2400"	"stable"	"hard"	"mbg"	100	25	-9	17
"2424"	"stable"	"hard"	"mbg"	101	12	-36	14
"2448"	"stable"	"hard"	"mbg"	102	5	6	-18
"2472"	"stable"	"hard"	"mbg"	103	0	28	-17
"2496"	"stable"	"hard"	"mbg"	104	53	11	3
"2520"	"stable"	"hard"	"mbg"	105	55	7	27
"2544"	"stable"	"hard"	"mbg"	106	-32	49	3
"2568"	"stable"	"hard"	"mbg"	107	-8	23	6
"2592"	"stable"	"hard"	"mbg"	108	-25	46	-5
"2616"	"stable"	"hard"	"mbg"	109	2	-31	-86
"2640"	"stable"	"hard"	"mbg"	110	1	-28	13
"2664"	"stable"	"hard"	"mbg"	111	-53	4	29
"2688"	"stable"	"hard"	"mbg"	112	-30	-11	30
"2712"	"stable"	"hard"	"mbg"	113	-25	-43	4
"2736"	"stable"	"hard"	"mbg"	114	-81	65	4
"2760"	"stable"	"hard"	"mbg"	115	10	-19	1
"2784"	"stable"	"hard"	"mbg"	116	20	7	2
"2808"	"stable"	"hard"	"mbg"	117	-1	-19	22
"2832"	"stable"	"hard"	"mbg"	118	-29	-9	51
"2856"	"stable"	"hard"	"mbg"	119	-30	-38	-4
"2880"	"stable"	"hard"	"mbg"	120	33	31	-10
"2904"	"stable"	"hard"	"mbg"	121	-15	38	-15
"2928"	"stable"	"hard"	"mbg"	122	44	-48	18
"2952"	"stable"	"hard"	"mbg"	123	-11	32	12
"2976"	"stable"	"hard"	"mbg"	124	34	6	-35
"3000"	"stable"	"hard"	"mbg"	125	-72	8	75
"3024"	"stable"	"hard"	"mbg"	126	-36	-37	9
"3048"	"stable"	"hard"	"mbg"	127	20	0	32
"3072"	"stable"	"hard"	"mbg"	128	56	-5	17
"3096"	"stable"	"hard"	"mbg"	129	-37	-19	38
"3120"	"stable"	"hard"	"mbg"	130	37	23	5
"3144"	"stable"	"hard"	"mbg"	131	-46	-63	28
"3168"	"stable"	"hard"	"mbg"	132	-43	-25	-3
"3192"	"stable"	"hard"	"mbg"	133	59	11	21
"3216"	"stable"	"hard"	"mbg"	134	-7	-68	-41
"3240"	"stable"	"hard"	"mbg"	135	22	-58	-70
"3264"	"stable"	"hard"	"mbg"	136	-10	-49	18
"3288"	"stable"	"hard"	"mbg"	137	41	20	22
"3312"	"stable"	"hard"	"mbg"	138	27	28	36
"3336"	"stable"	"hard"	"mbg"	139	49	-23	-25
"3360"	"stable"	"hard"	"mbg"	140	-16	-27	-16
"3384"	"stable"	"hard"	"mbg"	141	18	16	19
"3408"	"stable"	"hard"	"mbg"	142	48	32	43
"3432"	"stable"	"hard"	"mbg"	143	-38	2	-41
"3456"	"stable"	"hard"	"mbg"	144	-10	-1	-52
"3480"	"stable"	"hard"	"mbg"	145	0	10	15
"3504"	"stable"	"hard"	"mbg"	146	-28	-6	-56
"3528"	"stable"	"hard"	"mbg"	147	1	-30	31
"3552"	"stable"	"hard"	"mbg"	148	-4	6	4
"3576"	"stable"	"hard"	"mbg"	149	-22	-32	0
"3600"	"stable"	"hard"	"mbg"	150	13	-7	5
"3624"	"stable"	"hard"	"mbg"	151	3	30	-19
"3648"	"stable"	"hard"	"mbg"	152	32	22	16
"3672"	"stable"	"hard"	"mbg"	153	-11	-43	15
"3696"	"stable"	"hard"	"mbg"	154	1	11	40
"3720"	"stable"	"hard"	"mbg"	155	25	47	-16
"3744"	"stable"	"hard"	"mbg"	156	4	-8	4
"3768"	"stable"	"hard"	"mbg"	157	-5	12	-58
"3792"	"stable"	"hard"	"mbg"	158	-25	-40	32
"3816"	"stable"	"hard"	"mbg"	159	0	-52	59
"3840"	"stable"	"hard"	"mbg"	160	-19	-46	43
"3864"	"stable"	"hard"	"mbg"	161	-63	-9	5
"3888"	"stable"	"hard"	"mbg"	162	29	-25	15
"3912"	"stable"	"hard"	"mbg"	163	-51	-5	-46
"3936"	"stable"	"hard"	"mbg"	164	-27	29	30
"3960"	"stable"	"hard"	"mbg"	165	30	-20	-6
"3984"	"stable"	"hard"	"mbg"	166	6	8	-3
"4008"	"stable"	"hard"	"mbg"	167	-19	31	-1
"4032"	"stable"	"hard"	"mbg"	168	26	13	3
"4056"	"stable"	"hard"	"mbg"	169	53	-4	-24
"4080"	"stable"	"hard"	"mbg"	170	1	-34	15
"4104"	"stable"	"hard"	"mbg"	171	-21	-7	39
"4128"	"stable"	"hard"	"mbg"	172	42	24	-24
"4152"	"stable"	"hard"	"mbg"	173	11	-77	5
"4176"	"stable"	"hard"	"mbg"	174	21	-7	-23
"4200"	"stable"	"hard"	"mbg"	175	-25	-10	53
"4224"	"stable"	"hard"	"mbg"	176	-6	-23	-10
"4248"	"stable"	"hard"	"mbg"	177	16	29	-84
"4272"	"stable"	"hard"	"mbg"	178	11	33	45
"4296"	"stable"	"hard"	"mbg"	179	-19	-12	31
"4320"	"stable"	"hard"	"mbg"	180	-27	10	16
"4344"	"stable"	"hard"	"mbg"	181	25	-12	36
"4368"	"stable"	"hard"	"mbg"	182	-8	59	34
"4392"	"stable"	"hard"	"mbg"	183	-12	-25	17
"4416"	"stable"	"hard"	"mbg"	184	99	-56	27
"4440"	"stable"	"hard"	"mbg"	185	-11	3	-6
"4464"	"stable"	"hard"	"mbg"	186	2	-23	-7
"4488"	"stable"	"hard"	"mbg"	187	-16	-17	-10
"4512"	"stable"	"hard"	"mbg"	188	4	35	-52
"4536"	"stable"	"hard"	"mbg"	189	30	4	40
"4560"	"stable"	"hard"	"mbg"	190	-35	-22	-7
"4584"	"stable"	"hard"	"mbg"	191	-3	37	19
"4608"	"stable"	"hard"	"mbg"	192	-10	-33	32
"4632"	"stable"	"hard"	"mbg"	193	-8	29	-5
"4656"	"stable"	"hard"	"mbg"	194	-25	-11	38
"4680"	"stable"	"hard"	"mbg"	195	-8	-75	-29
"4704"	"stable"	"hard"	"mbg"	196	3	30	-12
"4728"	"stable"	"hard"	"mbg"	197	1	-4	9
"4752"	"stable"	"hard"	"mbg"	198	-7	-22	59
"4776"	"stable"	"hard"	"mbg"	199	25	-61	17
"4800"	"stable"	"hard"	"mbg"	200	5	7	-17
"20"	"stable"	"hard"	"mgb"	1	-11	-20	-28
"44"	"stable"	"hard"	"mgb"	2	-29	13	-20
"68"	"stable"	"hard"	"mgb"	3	-22	-25	-33
"92"	"stable"	"hard"	"mgb"	4	-20	-10	34
"116"	"stable"	"hard"	"mgb"	5	-20	2	-14
"140"	"stable"	"hard"	"mgb"	6	-2	0	6
"164"	"stable"	"hard"	"mgb"	7	-35	44	-66
"188"	"stable"	"hard"	"mgb"	8	-8	12	-31
"212"	"stable"	"hard"	"mgb"	9	23	27	14
"236"	"stable"	"hard"	"mgb"	10	-43	7	-32
"260"	"stable"	"hard"	"mgb"	11	-24	18	-8
"284"	"stable"	"hard"	"mgb"	12	27	23	-49
"308"	"stable"	"hard"	"mgb"	13	24	31	-3
"332"	"stable"	"hard"	"mgb"	14	0	-24	2
"356"	"stable"	"hard"	"mgb"	15	-52	11	-39
"380"	"stable"	"hard"	"mgb"	16	-10	-32	-1
"404"	"stable"	"hard"	"mgb"	17	-94	-38	21
"428"	"stable"	"hard"	"mgb"	18	14	12	-4
"452"	"stable"	"hard"	"mgb"	19	49	-14	-4
"476"	"stable"	"hard"	"mgb"	20	28	24	-9
"500"	"stable"	"hard"	"mgb"	21	16	-19	26
"524"	"stable"	"hard"	"mgb"	22	13	8	16
"548"	"stable"	"hard"	"mgb"	23	63	-25	-26
"572"	"stable"	"hard"	"mgb"	24	37	16	28
"596"	"stable"	"hard"	"mgb"	25	-18	18	-22
"620"	"stable"	"hard"	"mgb"	26	3	25	-46
"644"	"stable"	"hard"	"mgb"	27	7	44	71
"668"	"stable"	"hard"	"mgb"	28	-19	-45	21
"692"	"stable"	"hard"	"mgb"	29	-30	2	-10
"716"	"stable"	"hard"	"mgb"	30	24	-9	21
"740"	"stable"	"hard"	"mgb"	31	31	-13	-27
"764"	"stable"	"hard"	"mgb"	32	22	18	3
"788"	"stable"	"hard"	"mgb"	33	5	-28	43
"812"	"stable"	"hard"	"mgb"	34	47	46	-23
